ACTION: Player1 | {FV | dRot: 0, dMovX: 6, dMovY: 6, vX: 0, vY: 0, DP: 0, dDP: 0, distObst: 0.5, HP: 20, TC: 1, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0033865, dMovY: -0.096982, vX: 0.105815, vY: -3.03069, DP: 0, dDP: 0, distObst: 25.4268, HP: 20, TC: 481, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 0.000141621, dMovY: 3.52859E-05, vX: 0.00442748, vY: 0.00110388, DP: 0, dDP: 0, distObst: 0.200922, HP: 20, TC: 482, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00340462, dMovY: -0.097518, vX: 0.1064, vY: -3.04743, DP: 0, dDP: 0, distObst: 25.3292, HP: 20, TC: 482, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 0.000127554, dMovY: 3.14713E-05, vX: 0.00398473, vY: 0.000993495, DP: 0, dDP: 0, distObst: 0.200557, HP: 20, TC: 483, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00342178, dMovY: -0.0979996, vX: 0.106927, vY: -3.06249, DP: 0, dDP: 0, distObst: 25.2312, HP: 20, TC: 483, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 0.000114679, dMovY: 2.86102E-05, vX: 0.00358626, vY: 0.000894146, DP: 0, dDP: 0, distObst: 0.201508, HP: 20, TC: 484, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00343704, dMovY: -0.0984335, vX: 0.107401, vY: -3.07604, DP: 0, dDP: 0, distObst: 25.1327, HP: 20, TC: 484, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 0.000103235, dMovY: 2.57492E-05, vX: 0.00322763, vY: 0.000804731, DP: 0, dDP: 0, distObst: 0.203885, HP: 20, TC: 485, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00345039, dMovY: -0.0988235, vX: 0.107828, vY: -3.08825, DP: 0, dDP: 0, distObst: 25.0338, HP: 20, TC: 485, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 9.29832E-05, dMovY: 2.28882E-05, vX: 0.00290487, vY: 0.000724258, DP: 0, dDP: 0, distObst: 0.20782, HP: 20, TC: 486, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00346279, dMovY: -0.0991755, vX: 0.108212, vY: -3.09923, DP: 0, dDP: 0, distObst: 24.9345, HP: 20, TC: 486, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 8.36849E-05, dMovY: 2.09808E-05, vX: 0.00261438, vY: 0.000651832, DP: 0, dDP: 0, distObst: 0.213471, HP: 20, TC: 487, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00347424, dMovY: -0.0994911, vX: 0.108557, vY: -3.10911, DP: 0, dDP: 0, distObst: 24.835, HP: 20, TC: 487, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 7.53403E-05, dMovY: 1.90735E-05, vX: 0.00235294, vY: 0.000586649, DP: 0, dDP: 0, distObst: 0.221029, HP: 20, TC: 488, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00348377, dMovY: -0.0997763, vX: 0.108869, vY: -3.118, DP: 0, dDP: 0, distObst: 24.7352, HP: 20, TC: 488, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 6.77109E-05, dMovY: 1.71661E-05, vX: 0.00211765, vY: 0.000527984, DP: 0, dDP: 0, distObst: 0.230722, HP: 20, TC: 489, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00349236, dMovY: -0.100032, vX: 0.109149, vY: -3.12601, DP: 0, dDP: 0, distObst: 24.6351, HP: 20, TC: 489, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 6.10352E-05, dMovY: 1.52588E-05, vX: 0.00190588, vY: 0.000475186, DP: 0, dDP: 0, distObst: 0.242832, HP: 20, TC: 490, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00350094, dMovY: -0.100263, vX: 0.1094, vY: -3.13321, DP: 0, dDP: 0, distObst: 24.5347, HP: 20, TC: 490, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 5.48363E-05, dMovY: 1.33514E-05, vX: 0.0017153, vY: 0.000427667, DP: 0, dDP: 0, distObst: 0.2577, HP: 20, TC: 491, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00350761, dMovY: -0.100471, vX: 0.109627, vY: -3.1397, DP: 0, dDP: 0, distObst: 24.4342, HP: 20, TC: 491, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.93526E-05, dMovY: 1.23978E-05, vX: 0.00154377, vY: 0.000384901, DP: 0, dDP: 0, distObst: 0.275745, HP: 20, TC: 492, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00351429, dMovY: -0.100657, vX: 0.109831, vY: -3.14553, DP: 0, dDP: 0, distObst: 24.3335, HP: 20, TC: 492, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.43459E-05, dMovY: 1.14441E-05, vX: 0.00138939, vY: 0.00034641, DP: 0, dDP: 0, distObst: 0.297488, HP: 20, TC: 493, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00352001, dMovY: -0.100825, vX: 0.110015, vY: -3.15078, DP: 0, dDP: 0, distObst: 24.2326, HP: 20, TC: 493, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.00543E-05, dMovY: 9.53674E-06, vX: 0.00125045, vY: 0.000311769, DP: 0, dDP: 0, distObst: 0.323587, HP: 20, TC: 494, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00352573, dMovY: -0.100976, vX: 0.11018, vY: -3.15551, DP: 0, dDP: 0, distObst: 24.1316, HP: 20, TC: 494, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 3.60012E-05, dMovY: 8.58307E-06, vX: 0.00112541, vY: 0.000280592, DP: 0, dDP: 0, distObst: 0.354876, HP: 20, TC: 495, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035305, dMovY: -0.101112, vX: 0.110329, vY: -3.15976, DP: 0, dDP: 0, distObst: 24.0304, HP: 20, TC: 495, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 3.24249E-05, dMovY: 7.62939E-06, vX: 0.00101287, vY: 0.000252533, DP: 0, dDP: 0, distObst: 0.392428, HP: 20, TC: 496, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00353527, dMovY: -0.101235, vX: 0.110463, vY: -3.16359, DP: 0, dDP: 0, distObst: 23.9291, HP: 20, TC: 496, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.90871E-05, dMovY: 7.62939E-06, vX: 0.000911579, vY: 0.00022728, DP: 0, dDP: 0, distObst: 0.437649, HP: 20, TC: 497, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00353909, dMovY: -0.101345, vX: 0.110584, vY: -3.16704, DP: 0, dDP: 0, distObst: 23.8277, HP: 20, TC: 497, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.6226E-05, dMovY: 6.67572E-06, vX: 0.000820421, vY: 0.000204552, DP: 0, dDP: 0, distObst: 0.492427, HP: 20, TC: 498, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00354195, dMovY: -0.101444, vX: 0.110692, vY: -3.17014, DP: 0, dDP: 0, distObst: 23.7262, HP: 20, TC: 498, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.36034E-05, dMovY: 5.72205E-06, vX: 0.000738379, vY: 0.000184097, DP: 0, dDP: 0, distObst: 0.559328, HP: 20, TC: 499, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00354481, dMovY: -0.101534, vX: 0.11079, vY: -3.17293, DP: 0, dDP: 0, distObst: 23.6246, HP: 20, TC: 499, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.12193E-05, dMovY: 5.72205E-06, vX: 0.000664541, vY: 0.000165687, DP: 0, dDP: 0, distObst: 0.641953, HP: 20, TC: 500, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00354767, dMovY: -0.101614, vX: 0.110878, vY: -3.17544, DP: 0, dDP: 0, distObst: 23.5229, HP: 20, TC: 500, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.90735E-05, dMovY: 4.76837E-06, vX: 0.000598087, vY: 0.000149118, DP: 0, dDP: 0, distObst: 0.745514, HP: 20, TC: 501, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00355053, dMovY: -0.101686, vX: 0.110957, vY: -3.1777, DP: 0, dDP: 0, distObst: 23.4212, HP: 20, TC: 501, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.71661E-05, dMovY: 4.76837E-06, vX: 0.000538278, vY: 0.000134207, DP: 0, dDP: 0, distObst: 0.877817, HP: 20, TC: 502, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00355244, dMovY: -0.101751, vX: 0.111028, vY: -3.17974, DP: 0, dDP: 0, distObst: 23.3193, HP: 20, TC: 502, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.54972E-05, dMovY: 3.8147E-06, vX: 0.00048445, vY: 0.000120786, DP: 0, dDP: 0, distObst: 0.941782, HP: 20, TC: 503, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035553, dMovY: -0.10181, vX: 0.111092, vY: -3.18157, DP: 0, dDP: 0, distObst: 23.2175, HP: 20, TC: 503, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.40667E-05, dMovY: 3.8147E-06, vX: 0.000436005, vY: 0.000108707, DP: 0, dDP: 0, distObst: 0.947608, HP: 20, TC: 504, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00355721, dMovY: -0.101863, vX: 0.11115, vY: -3.18322, DP: 0, dDP: 0, distObst: 23.1156, HP: 20, TC: 504, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.26362E-05, dMovY: 2.86102E-06, vX: 0.000392405, vY: 9.78366E-05, DP: 0, dDP: 0, distObst: 0.955227, HP: 20, TC: 505, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00355816, dMovY: -0.101911, vX: 0.111201, vY: -3.1847, DP: 0, dDP: 0, distObst: 23.0136, HP: 20, TC: 505, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.12057E-05, dMovY: 2.86102E-06, vX: 0.000353164, vY: 8.80529E-05, DP: 0, dDP: 0, distObst: 0.964621, HP: 20, TC: 506, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356007, dMovY: -0.101954, vX: 0.111248, vY: -3.18604, DP: 0, dDP: 0, distObst: 22.9116, HP: 20, TC: 506, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.0252E-05, dMovY: 2.86102E-06, vX: 0.000317848, vY: 7.92476E-05, DP: 0, dDP: 0, distObst: 0.975785, HP: 20, TC: 507, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356102, dMovY: -0.101992, vX: 0.11129, vY: -3.18724, DP: 0, dDP: 0, distObst: 22.8095, HP: 20, TC: 507, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 9.05991E-06, dMovY: 1.90735E-06, vX: 0.000286063, vY: 7.13229E-05, DP: 0, dDP: 0, distObst: 0.988722, HP: 20, TC: 508, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356293, dMovY: -0.102026, vX: 0.111328, vY: -3.18832, DP: 0, dDP: 0, distObst: 22.7074, HP: 20, TC: 508, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 8.34465E-06, dMovY: 1.90735E-06, vX: 0.000257457, vY: 6.41906E-05, DP: 0, dDP: 0, distObst: 1.00345, HP: 20, TC: 509, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356388, dMovY: -0.102057, vX: 0.111362, vY: -3.18929, DP: 0, dDP: 0, distObst: 22.6053, HP: 20, TC: 509, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 7.39098E-06, dMovY: 1.90735E-06, vX: 0.000231711, vY: 5.77715E-05, DP: 0, dDP: 0, distObst: 1.01999, HP: 20, TC: 510, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356483, dMovY: -0.102085, vX: 0.111393, vY: -3.19017, DP: 0, dDP: 0, distObst: 22.5032, HP: 20, TC: 510, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 6.67572E-06, dMovY: 1.90735E-06, vX: 0.00020854, vY: 5.19944E-05, DP: 0, dDP: 0, distObst: 1.00346, HP: 20, TC: 511, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356579, dMovY: -0.102111, vX: 0.11142, vY: -3.19096, DP: 0, dDP: 0, distObst: 22.401, HP: 20, TC: 511, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 5.96046E-06, dMovY: 1.90735E-06, vX: 0.000187686, vY: 4.67949E-05, DP: 0, dDP: 0, distObst: 0.988749, HP: 20, TC: 512, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356579, dMovY: -0.102134, vX: 0.111445, vY: -3.19167, DP: 0, dDP: 0, distObst: 22.2988, HP: 20, TC: 512, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 5.48363E-06, dMovY: 9.53674E-07, vX: 0.000168917, vY: 4.21154E-05, DP: 0, dDP: 0, distObst: 0.975827, HP: 20, TC: 513, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356674, dMovY: -0.102154, vX: 0.111467, vY: -3.1923, DP: 0, dDP: 0, distObst: 22.1966, HP: 20, TC: 513, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.76837E-06, dMovY: 9.53674E-07, vX: 0.000152026, vY: 3.79039E-05, DP: 0, dDP: 0, distObst: 0.964679, HP: 20, TC: 514, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035677, dMovY: -0.102172, vX: 0.111487, vY: -3.19288, DP: 0, dDP: 0, distObst: 22.0943, HP: 20, TC: 514, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.29153E-06, dMovY: 9.53674E-07, vX: 0.000136823, vY: 3.41135E-05, DP: 0, dDP: 0, distObst: 0.955301, HP: 20, TC: 515, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356865, dMovY: -0.102189, vX: 0.111506, vY: -3.1934, DP: 0, dDP: 0, distObst: 21.9921, HP: 20, TC: 515, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 4.05312E-06, dMovY: 9.53674E-07, vX: 0.000123141, vY: 3.07021E-05, DP: 0, dDP: 0, distObst: 0.9477, HP: 20, TC: 516, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00356865, dMovY: -0.102203, vX: 0.111522, vY: -3.19386, DP: 0, dDP: 0, distObst: 21.8898, HP: 20, TC: 516, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 3.57628E-06, dMovY: 9.53674E-07, vX: 0.000110827, vY: 2.76319E-05, DP: 0, dDP: 0, distObst: 0.941893, HP: 20, TC: 517, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035696, dMovY: -0.102217, vX: 0.111536, vY: -3.19428, DP: 0, dDP: 0, distObst: 21.7875, HP: 20, TC: 517, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 3.09944E-06, dMovY: 9.53674E-07, vX: 9.9744E-05, vY: 2.48687E-05, DP: 0, dDP: 0, distObst: 0.93791, HP: 20, TC: 518, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035696, dMovY: -0.102229, vX: 0.11155, vY: -3.19466, DP: 0, dDP: 0, distObst: 21.6852, HP: 20, TC: 518, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.86102E-06, dMovY: 9.53674E-07, vX: 8.97696E-05, vY: 2.23819E-05, DP: 0, dDP: 0, distObst: 0.935793, HP: 20, TC: 519, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.0035696, dMovY: -0.10224, vX: 0.111562, vY: -3.195, DP: 0, dDP: 0, distObst: 21.5829, HP: 20, TC: 519, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.6226E-06, dMovY: 9.53674E-07, vX: 8.07927E-05, vY: 2.01437E-05, DP: 0, dDP: 0, distObst: 0.935599, HP: 20, TC: 520, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357056, dMovY: -0.10225, vX: 0.111572, vY: -3.1953, DP: 0, dDP: 0, distObst: 21.4806, HP: 20, TC: 520, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.38419E-06, dMovY: 9.53674E-07, vX: 7.27134E-05, vY: 1.81293E-05, DP: 0, dDP: 0, distObst: 0.937397, HP: 20, TC: 521, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357056, dMovY: -0.102259, vX: 0.111582, vY: -3.19558, DP: 0, dDP: 0, distObst: 21.3783, HP: 20, TC: 521, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 2.14577E-06, dMovY: 9.53674E-07, vX: 6.54421E-05, vY: 1.63164E-05, DP: 0, dDP: 0, distObst: 0.941273, HP: 20, TC: 522, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357056, dMovY: -0.102266, vX: 0.11159, vY: -3.19582, DP: 0, dDP: 0, distObst: 21.276, HP: 20, TC: 522, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.90735E-06, dMovY: 0, vX: 5.88979E-05, vY: 1.46847E-05, DP: 0, dDP: 0, distObst: 0.947332, HP: 20, TC: 523, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357151, dMovY: -0.102273, vX: 0.111598, vY: -3.19605, DP: 0, dDP: 0, distObst: 21.1736, HP: 20, TC: 523, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.66893E-06, dMovY: 0, vX: 5.30081E-05, vY: 1.32163E-05, DP: 0, dDP: 0, distObst: 0.955698, HP: 20, TC: 524, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357151, dMovY: -0.10228, vX: 0.111605, vY: -3.19625, DP: 0, dDP: 0, distObst: 21.0713, HP: 20, TC: 524, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.43051E-06, dMovY: 0, vX: 4.77073E-05, vY: 1.18946E-05, DP: 0, dDP: 0, distObst: 0.966518, HP: 20, TC: 525, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357151, dMovY: -0.102286, vX: 0.111612, vY: -3.19643, DP: 0, dDP: 0, distObst: 20.969, HP: 20, TC: 525, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.43051E-06, dMovY: 0, vX: 4.29365E-05, vY: 1.07052E-05, DP: 0, dDP: 0, distObst: 0.979968, HP: 20, TC: 526, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357151, dMovY: -0.102291, vX: 0.111617, vY: -3.19659, DP: 0, dDP: 0, distObst: 20.8666, HP: 20, TC: 526, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.19209E-06, dMovY: 0, vX: 3.86429E-05, vY: 9.63466E-06, DP: 0, dDP: 0, distObst: 0.996251, HP: 20, TC: 527, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357151, dMovY: -0.102295, vX: 0.111622, vY: -3.19674, DP: 0, dDP: 0, distObst: 20.7642, HP: 20, TC: 527, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 1.19209E-06, dMovY: 0, vX: 3.47786E-05, vY: 8.67119E-06, DP: 0, dDP: 0, distObst: 1.01561, HP: 20, TC: 528, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357246, dMovY: -0.1023, vX: 0.111627, vY: -3.19687, DP: 0, dDP: 0, distObst: 20.6619, HP: 20, TC: 528, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 9.53674E-07, dMovY: 0, vX: 3.13007E-05, vY: 7.80407E-06, DP: 0, dDP: 0, distObst: 1.03832, HP: 20, TC: 529, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357246, dMovY: -0.102304, vX: 0.111631, vY: -3.19699, DP: 0, dDP: 0, distObst: 20.5595, HP: 20, TC: 529, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 9.53674E-07, dMovY: 0, vX: 2.81707E-05, vY: 7.02367E-06, DP: 0, dDP: 0, distObst: 1.06473, HP: 20, TC: 530, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357246, dMovY: -0.102307, vX: 0.111635, vY: -3.19709, DP: 0, dDP: 0, distObst: 20.4571, HP: 20, TC: 530, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 7.15256E-07, dMovY: 0, vX: 2.53536E-05, vY: 6.3213E-06, DP: 0, dDP: 0, distObst: 1.09523, HP: 20, TC: 531, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357246, dMovY: -0.10231, vX: 0.111638, vY: -3.19719, DP: 0, dDP: 0, distObst: 20.3548, HP: 20, TC: 531, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: -0.0349066, dMovX: 7.15256E-07, dMovY: 0, vX: 2.28182E-05, vY: 5.68917E-06, DP: 0, dDP: 0, distObst: 1.13028, HP: 20, TC: 532, TE: 2147483647, TD: 2147483647, SD: 0} -> TurnLeft
ACTION: player0 | {FV | dRot: 0, dMovX: 0.00357246, dMovY: -0.102313, vX: 0.111641, vY: -3.19727, DP: 0, dDP: 0, distObst: 20.2524, HP: 20, TC: 532, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
